Date,Close
2016-01-01,1.4738394021987915
2016-01-04,1.473708987236023
2016-01-05,1.4714103937149048
2016-01-06,1.467394471168518
2016-01-07,1.462993621826172
2016-01-08,1.4626940488815308
2016-01-11,1.45249605178833
2016-01-12,1.454397439956665
2016-01-13,1.4436262845993042
2016-01-14,1.4407975673675537
2016-01-15,1.442710041999817
2016-01-18,1.4274091720581057
2016-01-19,1.4253135919570925
2016-01-20,1.4182385206222534
2016-01-21,1.419849514961243
2016-01-22,1.422677516937256
2016-01-25,1.4260046482086182
2016-01-26,1.4242985248565674
2016-01-27,1.434308648109436
2016-01-28,1.4249074459075928
2016-01-29,1.4362038373947144
2016-02-01,1.4246028661727903
2016-02-02,1.4427932500839231
2016-02-03,1.4409221410751345
2016-02-04,1.4585764408111572
2016-02-05,1.4581085443496704
2016-02-08,1.4512102603912354
2016-02-09,1.4436055421829224
2016-02-10,1.446591854095459
2016-02-11,1.452643871307373
2016-02-12,1.4482258558273315
2016-02-15,1.4518002271652222
2016-02-16,1.4459224939346311
2016-02-17,1.4303901195526123
2016-02-18,1.4281632900238037
2016-02-19,1.433321833610535
2016-02-22,1.426594614982605
2016-02-23,1.4148073196411133
2016-02-24,1.4013453722000122
2016-02-25,1.392951726913452
2016-02-26,1.3966480493545532
2016-02-29,1.3861935138702393
2016-03-01,1.3927963972091677
2016-03-02,1.3963944911956787
2016-03-03,1.408093810081482
2016-03-04,1.4174946546554563
2016-03-07,1.4215044975280762
2016-03-08,1.4261265993118286
2016-03-09,1.4208581447601318
2016-03-10,1.42069673538208
2016-03-11,1.4287755489349363
2016-03-14,1.4380005598068235
2016-03-15,1.4282041788101196
2016-03-16,1.4156285524368286
2016-03-17,1.4255167245864868
2016-03-18,1.4478065967559814
2016-03-21,1.4468011856079102
2016-03-22,1.4370087385177612
2016-03-23,1.4224953651428225
2016-03-24,1.411691665649414
2016-03-25,1.4130080938339231
2016-03-28,1.413107991218567
2016-03-29,1.4263300895690918
2016-03-30,1.438641905784607
2016-03-31,1.4374011754989624
2016-04-01,1.436699151992798
2016-04-04,1.422454833984375
2016-04-05,1.4264928102493286
2016-04-06,1.4156285524368286
2016-04-07,1.4138071537017822
2016-04-08,1.4057974815368652
2016-04-11,1.4130080938339231
2016-04-12,1.4234064817428589
2016-04-13,1.4268999099731443
2016-04-14,1.4192047119140625
2016-04-15,1.4146071672439575
2016-04-18,1.4174344539642334
2016-04-19,1.4289796352386477
2016-04-20,1.4389524459838867
2016-04-21,1.4338973760604858
2016-04-22,1.432295322418213
2016-04-25,1.4446691274642944
2016-04-26,1.449065327644348
2016-04-27,1.457726001739502
